place_id,name,location_lat,location_lng,types,rating,total_reviews,address,is_amusement_park,is_aquarium,is_art_gallery,is_bowling_alley,is_library,is_movie_theater,is_mosque,is_cafe,is_church,is_night_club,is_park,is_point_of_interest,is_museum,is_restaurant,is_zoo,family,romantic,cheap,kids,expensive,friends
ChIJJTIkizqsXkER0beI01xprxE,Библиотека № 4,55.7431576,49.142191100000005,"library,point_of_interest,establishment",5.0,2,"ул. Кулагина, 4, Казань, Респ. Татарстан, Россия, 420054",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJT3B4gMRSWUERRlRE6MJf7so,"Централизованная библиотечная система г. Казани, филиал № 32",55.821664399999996,49.0616323,"library,point_of_interest,establishment",4.0,1,"ул. Чкалова, 15, Казань, Респ. Татарстан, Россия, 420102",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJT6KGSxutXkER0Dr8O7VYA8c,Библиотека № 1,55.783175699999994,49.1151932,"library,point_of_interest,establishment",0.0,0,"Московская ул., 57/13, Казань, Респ. Татарстан, Россия, 420021",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJEYw9SQatXkERKTcgikxIeAg,Алмаз Синема Гранд,55.77922299999999,49.129642,"movie_theater,point_of_interest,establishment",4.4,883,"Спартаковская ул., 6, Казань, Респ. Татарстан, Россия, 420107",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJc-zgDPutXkERGQ8yd5lvbQI,Киномакс-Club,55.7695123,49.2166836,"movie_theater,point_of_interest,establishment",4.6,2456,"просп. Победы, 91, Казань, Респ. Татарстан, Россия, 420140",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJk1JLRXiuXkERxjW-wtlfQZ4,Алмаз Синема Сувар,55.7441993,49.1926286,"movie_theater,point_of_interest,establishment",4.2,734,"ТК ""Сити-Центр, ул. Хусаина Мавлютова, 45, Казань, Респ. Татарстан, Россия, 420101",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ4dFEFqpSWUER2LuwAkr7CO8,Кинотеатр Синема 5 Казань,55.829952,49.11816899999999,"movie_theater,point_of_interest,establishment",4.7,2981,"пр. Хусаина Ямашева, 46/33, Казань, Респ. Татарстан, Россия, 420124",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJZ-psnbpSWUERqZ5epvLqN9k,Киномакс,55.82141619999999,49.0934001,"movie_theater,point_of_interest,establishment",4.6,3019,"Тандем, пр. Ибрагимова, 56, Казань, Респ. Татарстан, Россия, 420044",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ChIJPWtk3w-tXkERgYMdzGuABHA,Каро,55.78643229999999,49.1242692,"movie_theater,point_of_interest,establishment",4.4,1715,"ул. Петербургская, 1, 3 этаж, Казань, Респ. Татарстан, Россия, 420107",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
ChIJeWjKga-yXkERSQ25YnkaPZI,Магия Кино,55.8252865,49.1536688,"movie_theater,point_of_interest,establishment",4.0,338,"пр. Хусаина Ямашева, 97, Казань, Респ. Татарстан, Россия, 420133",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJl44vWFNNWUERtqBvxQE2N0o,Кинотеатр Алмаз Синема Порт в Казани РК Ривьера,55.8159296,49.127455600000005,"movie_theater,point_of_interest,establishment",4.4,899,"пр. Фатыха Амирхана, 1Б, Казань, Респ. Татарстан, Россия, 420124",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ChIJBXz6hHGtXkERFKUmKVV1FUU,Кинотеатр Korston,55.7936515,49.150982899999995,"movie_theater,point_of_interest,establishment",4.5,694,"ул. Николая Ершова, 1А, Казань, Респ. Татарстан, Россия, 420045",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJOfLqv3StXkERxla5g-0Ja5s,Мир,55.7881689,49.1474354,"movie_theater,point_of_interest,establishment",4.4,302,"Казань, Респ. Татарстан, Россия, 420043",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJhUaKYVCtXkERYLyHqaA2PMc,5D-кинотеатр Ривьера,55.8160152,49.1273979,"movie_theater,point_of_interest,establishment",3.8,55,"РК ""Ривьера, пр. Фатыха Амирхана, 1Б, Казань, Респ. Татарстан, Россия, 420124",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJp8TyKrNSWUERqoT6beKGoXU,Lounge 3D Cinema,55.8202855,49.1065549,"movie_theater,cafe,night_club,bar,point_of_interest,food,establishment",3.9,93,"Чистопольская ул., 9Б, Казань, Респ. Татарстан, Россия, 420066",0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
ChIJFS_BbxCtXkER_CVc_bHeyiI,Смотри и Пой,55.787352799999994,49.12032670000001,"movie_theater,night_club,bar,point_of_interest,establishment",4.2,24,"ТЦ Свита холл, ул. Баумана, 82, 5 этаж, Казань, Респ. Татарстан, Россия, 420111",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
ChIJi5r5bU2tXkERy3mOUqIzkKk,25 кадр,55.817752600000006,49.1117378,"movie_theater,night_club,bar,point_of_interest,establishment",4.4,76,"Чистопольская ул., 20а, Казань, Респ. Татарстан, Россия, 420124",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
ChIJWZhJm7ZSWUERYcl5m0eOFZY,5D Кинотеатр,55.82120820000001,49.092029100000005,"movie_theater,point_of_interest,establishment",4.1,28,"ТРК ""Тандем, пр. Ибрагимова, 56, Казань, Респ. Татарстан, Россия, 420066",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ1xv-7MGtXkERn7bUe9myGc8,Смотри и Пой,55.76496170000001,49.184879200000005,"movie_theater,point_of_interest,establishment",4.2,38,"ул. Рихарда Зорге, 11Б, Казань, Респ. Татарстан, Россия, 420087",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
ChIJx74AwAWtXkERibyHkpgDKcs,Relaxcinema,55.781943999999996,49.125401000000004,"movie_theater,point_of_interest,establishment",4.4,18,"Спартаковская ул., 2, Казань, Респ. Татарстан, Россия, 420000",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ChIJg0XL0zCzXkERUn1kMFL6u5w,Кинотеатр Алмаз Синема XL,55.82517199999999,49.152628,"movie_theater,point_of_interest,establishment",4.0,19,"Проспект Ямашева, 97 ТК XL, Казань, Респ. Татарстан, Россия, 420133",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ChIJgzbEH7StXkERLVP2h95_30g,Автокинотеатр Love cinema,55.7937439,49.188423900000004,"movie_theater,point_of_interest,establishment",4.6,126,"ул. Патриса Лумумбы, 47А, Казань, Респ. Татарстан, Россия, 420061",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ChIJp0pBbgCzXkERma4wJaUgx4Q,Смотри и Пой,55.82517199999999,49.152628,"movie_theater,point_of_interest,establishment",4.0,4,"пр. Хусаина Ямашева, 97, Казань, Респ. Татарстан, Россия, 421001",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
ChIJA7YDkSytXkERhFydfGym2Xw,АНТИКИНОТЕАТР PYCINEMA,55.77861189999999,49.129571999999996,"movie_theater,point_of_interest,establishment",0.0,0,"Спартаковская ул., 6, Казань, Респ. Татарстан, Россия, 420107",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ0Su1uRqtXkERROAeHOlFI5Q,Облепиха кафе,55.78546739999999,49.11910899999999,"cafe,point_of_interest,food,establishment",4.1,695,"ул. Пушкина, 1 корпус 55А, Казань, Респ. Татарстан, Россия, 420111",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
ChIJMaP-thqtXkERI-kxaPIQzGM,Все свои lounge,55.785422600000004,49.119106,"cafe,point_of_interest,food,establishment",4.0,392,"ул. Пушкина, 1/55а, Казань, Респ. Татарстан, Россия, 420111",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
ChIJCb_BbKuyXkERRUqg8TJPRfk,Бабушкина Сковородка,55.815895700000006,49.127108,"cafe,point_of_interest,food,establishment",4.1,152,"пр. Фатыха Амирхана, 1Б, Казань, Респ. Татарстан, Россия, 420124",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
ChIJNSl9_xetXkERQMplNuY_KQQ,Театрал,55.79316069999999,49.1078361,"cafe,point_of_interest,food,establishment",4.5,43,"Право-Булачная ул., 13А, Казань, Респ. Татарстан, Россия, 420111",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
ChIJmwrkEhWtXkER6Zl2DETnqVg,New York Coffee,55.7974335,49.122611600000006,"cafe,point_of_interest,food,establishment",4.5,254,"ул. Большая Красная, 34/16, Казань, Респ. Татарстан, Россия, 420111",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
ChIJd7aAoRetXkER-aYRFl8sNig,Вечернее,55.7925441,49.112809999999996,"cafe,point_of_interest,food,establishment",4.3,412,"ул. Мусы Джалиля, 14А, Казань, Респ. Татарстан, Россия, 420111",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
ChIJr-7Z_E2tXkERhDlT1lCJqrg,"Кафе-бар ""Носорог""",55.8168839,49.1161466,"cafe,point_of_interest,food,establishment",4.5,99,"Меридианная ул., 2, Казань, Респ. Татарстан, Россия, 420124",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJoTjtr1StXkERJ9z6CSz2Dvs,Кишмиш,55.82571899999999,49.120055,"cafe,point_of_interest,food,establishment",4.3,491,"ул. Мусина, 29, Казань, Респ. Татарстан, Россия, 420124",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
ChIJp6v95FGtXkERm0QFf6w2Vfw,Мамбочино,55.8169172,49.120445600000004,"cafe,point_of_interest,food,establishment",4.4,422,"ул. Мусина, 1, Казань, Респ. Татарстан, Россия, 420000",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
ChIJD8suVA2tXkERv5u4bWjlljQ,Циферблат,55.79173050000001,49.137643100000005,"cafe,point_of_interest,food,establishment",4.6,313,"ул. Щапова, 47, Казань, Респ. Татарстан, Россия, 420012",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
ChIJZxBWlwCyXkER19-2mS1Wfhw,Кафе Сава,55.7691236,49.2443158,"cafe,point_of_interest,food,establishment",4.1,132,"ул. Ноксинский Спуск, 45, Казань, Респ. Татарстан, Россия, 420140",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
ChIJybGzNgatXkER_2H1WZllvGA,Сюембике,55.77951949999999,49.1305696,"cafe,point_of_interest,food,establishment",4.4,354,"Спартаковская ул., 35, Казань, Респ. Татарстан, Россия, 420107",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJR7WruNNSWUERUxBl5iugPKg,Ширван,55.811187399999994,49.067162599999996,"cafe,restaurant,point_of_interest,food,establishment",4.2,110,"ул. Гладилова, 50, Казань, Респ. Татарстан, Россия, 420032",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
ChIJBfMdr61SWUERmE-IUK3riC0,Тайфун,55.82502389999999,49.1096709,"cafe,point_of_interest,food,establishment",4.2,731,"ул. Абсалямова, 37а, Казань, Респ. Татарстан, Россия, 420066",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
ChIJjR0jLx2tXkERyVY1QBusPpE,Миллэт,55.780975600000005,49.108655999999996,"cafe,point_of_interest,food,establishment",4.7,74,"ул. Нариманова, 62, Казань, Респ. Татарстан, Россия, 420021",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
ChIJ4TRT4AWtXkERgQv5EP92ECc,Омар Хайям,55.781044900000005,49.127117999999996,"cafe,point_of_interest,food,establishment",4.4,164,"ТОК “Караван, Спартаковская ул., 2 а, Казань, Респ. Татарстан, Россия, 420107",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
ChIJJTvx14SyXkERTUCiCJkraWw,"Кафе ""Халяль""",55.809020700000005,49.1820964,"cafe,point_of_interest,food,establishment",4.7,82,"Сибирский Тракт, 19/6, Казань, Респ. Татарстан, Россия, 420029",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
ChIJqaphV3auXkERrkhTbs3GeH4,"КАФЕ ,,АЙСУН,,САФИУЛЛИНА,15,",55.7473889,49.2015249,"cafe,point_of_interest,food,establishment",2.3,3,"просп. Победы, 17, Казань, Респ. Татарстан, Россия, 420138",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJJwqN9xCtXkERg5x9FUBk860,I-Bar,55.788664000000004,49.121213700000006,"cafe,point_of_interest,food,establishment",4.6,167,"Профсоюзная ул., 46/11, Казань, Респ. Татарстан, Россия, 420111",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
ChIJXy2emnatXkERpbXCOEakJrA,Бэхет,55.79033149999999,49.156276,"cafe,point_of_interest,food,establishment",4.4,20,"ул. Зинина, 7, Казань, Респ. Татарстан, Россия, 420097",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
ChIJUaXWiROtXkER24s8hcHYShM,IDOL Night Club,55.793718999999996,49.1253406,"night_club,point_of_interest,establishment",4.3,43,"ул. Пушкина, 46, Казань, Респ. Татарстан, Россия, 420015",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
ChIJWRNF5BOtXkERISUc7WRcv7o,Bash,55.7927346,49.12402789999999,"night_club,point_of_interest,establishment",3.9,121,"ул. Пушкина, 29а, Казань, Респ. Татарстан, Россия, 420111",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ChIJxULf1QKtXkER1ghOiJ9KpTo,THE LEGEND,55.78079,49.11078089999999,"night_club,point_of_interest,establishment",4.1,73,"ул. Парижской Коммуны, 26, Казань, Респ. Татарстан, Россия, 420021",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
ChIJJ5Rn_xutXkERqdYH1zcc7Iw,Тихое место,55.786292,49.107193,"night_club,point_of_interest,establishment",4.3,31,"Борнана Шахиди урамы 21 Казан Татарстан Републиц, Россия, 420111",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
ChIJm-9g_1StXkER-mvQMhGQ0Ok,Gentelmens Club,55.824171,49.125704999999996,"night_club,point_of_interest,establishment",3.7,3,"ул. Четаева, 29, Казань, Респ. Татарстан, Россия, 420124",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ChIJr0BPeRetXkERSEY7mRiMhKw,Burlesque,55.7914056,49.1120428,"night_club,point_of_interest,establishment",4.1,24,"ул. Баумана, д. 44/8, Казань, Респ. Татарстан, Россия, 420111",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
ChIJLxT0KrNSWUER1GcYHt6feQc,Teatro,55.81989599999999,49.106291,"night_club,point_of_interest,establishment",3.8,45,"Чистопольская ул., 9А, Казань, Респ. Татарстан, Россия, 420066",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
ChIJ_13pE66yXkERQMkOVffCoK8,Деревяный Дворик,55.829048300000004,49.149169799999996,"night_club,point_of_interest,establishment",4.5,2,"пр. Хусаина Ямашева, 94Б, Казань, Респ. Татарстан, Россия, 420133",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ChIJZzm46BCtXkERF4p9TduhuYs,Loveonlylove,55.7894426,49.119735999999996,"night_club,point_of_interest,establishment",0.0,0,"Казань, Респ. Татарстан, Россия, 420111",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ChIJ3ey2wyKtXkERvXS2Rp1wtIE,Le Chat,55.793848,49.103482,"night_club,point_of_interest,food,establishment",0.0,0,"Московская ул., 1А, Казань, Респ. Татарстан, Россия, 420111",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ChIJyWPftHlTWUERJPel_ifvTNE,Бабкина Лавка,55.8250409,49.096446,"night_club,point_of_interest,establishment",5.0,1,"Казань, Респ. Татарстан, Россия, 420066",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
ChIJ80HS8D2tXkERzQkCvEXN5Ko,ПАС - прававой Астраханский суд,55.796268000000005,49.1138179,"night_club,point_of_interest,establishment",0.0,0,"ул. Дзержинского, 5, Казань, Респ. Татарстан, Россия, 420111",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ChIJ8-qpSBitXkERKuGM9EYypBA,Барсукъ мужской стриптиз клуб,55.79081499999999,49.107825,"night_club,bar,point_of_interest,establishment",4.5,21,"ул. Чернышевского, 27, Казань, Респ. Татарстан, Россия, 420111",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
ChIJi1WfucKtXkERAihkATe9Hyc,Нора,55.793706799999995,49.116191799999996,"night_club,point_of_interest,establishment",4.7,7,"ул. Кремлевская, 21, Казань, Респ. Татарстан, Россия, 420111",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ChIJ09ka2A2zXkERCqy1UorWq2E,РК Резиденция.Сауна и караоке клуб,55.75496769999999,49.2300548,"night_club,point_of_interest,establishment",0.0,0,"ул. Юлиуса Фучика, 105А, Казань, Респ. Татарстан, Россия, 420141",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ChIJUaXWiROtXkERhLjiwYrqdOo,AFTERPARTY#1,55.793718999999996,49.1253406,"night_club,point_of_interest,establishment",0.0,0,"ул. Пушкина, 46, Казань, Респ. Татарстан, Россия, 420124",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ChIJ5VtpAlazXkERMGhCqdH0qig,DISKOTEKA FORUM - ТАТАРСКАЯ ДИСКОТЕКА,55.8124164,49.0942087,"night_club,point_of_interest,establishment",5.0,1,"Казань, Респ. Татарстан, Россия, 420140",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ChIJzT4MfFCtXkER7upIXzMLq_Y,"Gentelmen's club, стриптиз клуб",55.81544399999999,49.127257,"night_club,bar,point_of_interest,establishment",4.8,15,"Проспект Фатыха Амирхана, д. 1Б РК Ривьера, 3 этаж, Казань, Респ. Татарстан, Россия, 420124",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1
ChIJK3Vl7dVSWUERl3otzGA3aPE,IDOL,55.805671600000004,49.058566799999994,"night_club,point_of_interest,establishment",1.0,1,"ул. Пушкина, 46, Казань, Респ. Татарстан, Россия, 420030",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ChIJFS94RHatXkERzdCDVYuhLc4,11 Летняя колония строгого режима,55.7549595,49.2093359,"night_club,point_of_interest,establishment",3.3,4,"ул. Братьев Касимовых, 68, Казань, Респ. Татарстан, Россия, 420110",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ChIJnRk6zHmuXkER_71hzMb8_CE,Ermitage club,55.74484899999999,49.1959989,"night_club,bar,point_of_interest,establishment",4.3,7,"ул. Академика Парина, 1, Казань, Респ. Татарстан, Россия, 420101",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ChIJAZV3liKtXkERoPtqIiRhwUQ,Zажигалка,55.793115,49.104051,"night_club,point_of_interest,establishment",3.8,19,"Московская ул., 11, Казань, Респ. Татарстан, Россия, 420111",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
ChIJPx0DPupSWUERshxgNz1IXu8,Zion Компьютерный Клуб,55.8286149,49.058045,"night_club,point_of_interest,establishment",4.0,22,"ул. Кулахметова, 23, Казань, Респ. Татарстан, Россия, 420095",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
ChIJm65Xfg-tXkERazhkAuFrsx4,Bonaparte,55.78390599999999,49.12606299999999,"spa,night_club,bar,lodging,health,point_of_interest,establishment",4.6,58,"ул. Островского, 67, Казань, Респ. Татарстан, Россия, 420107",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
ChIJlYX2UMutXkERC0e8gej5vRQ,Pre-Party Korston,55.79397339999999,49.1485662,"night_club,point_of_interest,establishment",0.0,0,"Казань, Респ. Татарстан, Россия, 420015",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ChIJSyR5fFqtXkERK6jaDM045Tg,"Достоевский, мужской клуб",55.815158,49.13053,"night_club,bar,lodging,restaurant,point_of_interest,food,establishment",0.0,0,"Riv'era, Akvapark, пр. Фатыха Амирхана, 1, Казань, Респ. Татарстан, Россия, 420126",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
ChIJRRTccAWtXkEReDUiGKTdfoc,Парк Тысячелетия Казани,55.78351749999999,49.123751500000004,"park,point_of_interest,establishment",4.5,2507,"Казань, Респ. Татарстан, Россия, 420107",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
ChIJmcUVo6lSWUERSnSg7Uu-dmw,Парк Победы,55.82941049999999,49.107361499999996,"park,point_of_interest,establishment",4.7,5981,"ул. Бондаренко, Казань, Респ. Татарстан, Россия, 420066",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
ChIJjzm_cBatXkERrGXaxLVLsJY,Чёрное озеро,55.794904200000005,49.1178238,"park,point_of_interest,establishment",4.5,4202,"ул. Дзержинского, Казань, Респ. Татарстан, Россия, 420111",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
ChIJ-Tu8uZNSWUERX7reEte4JPE,Парк имени Урицкого,55.837686399999996,49.06403719999999,"park,point_of_interest,establishment",4.7,4827,"Казань, Респ. Татарстан, Россия, 420039",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
ChIJIZLEq2RNWUER1AUvrTdX8y8,Парк Крылья Советов,55.85245070000001,49.08848039999999,"park,point_of_interest,establishment",4.5,2750,"Казань, Респ. Татарстан, Россия, 420127",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
ChIJLW_v_K-yXkERCb8bKkNz2Ow,Парк Континент,55.826781700000005,49.155596,"park,point_of_interest,establishment",4.6,1019,"пр. Хусаина Ямашева, 104, Казань, Респ. Татарстан, Россия, 420133",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
ChIJJ4-AgvusXkERz2fN4KoURfU,Парк Молодоженов,55.77552739999999,49.0999334,"park,point_of_interest,establishment",3.8,286,"Казань, Респ. Татарстан, Россия, 420108",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
ChIJucpVxBKtXkERewaD3eOsuo8,Лядской сад,55.7928169,49.1340096,"park,point_of_interest,establishment",4.7,1525,"ул. Максима Горького, Казань, Респ. Татарстан, Россия, 420015",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
ChIJl25lwHauXkERgyo0ebnX-So,Парк Ёлочный Городок,55.746536,49.204736,"park,point_of_interest,establishment",4.4,66,"просп. Победы, 46а, Казань, Респ. Татарстан, Россия, 420138",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
ChIJNZqPS6-tXkERWHMs8hl8dks,Парк Филармонии,55.77331289999999,49.142069299999996,"park,point_of_interest,establishment",4.1,137,"ул. Павлюхина, 73, Казань, Респ. Татарстан, Россия, 420049",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
ChIJSQ8KanGtXkERXvCf_ObJPfg,Центральный парк культуры и отдыха имени Горького,55.79856729999999,49.1472102,"park,point_of_interest,establishment",4.7,5977,"ул. Николая Ершова, Казань, Респ. Татарстан, Россия, 420097",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
ChIJgZwYPMOtXkERBkw-HHA9RFw,Парк уникальных хвойных пород (на снимке у вас видны посадки а зелени на схеме почти нет),55.75982710000001,49.1880457,"park,point_of_interest,establishment",4.8,4,"ул. Хусаина Мавлютова, 2,Казань, Респ. Татарстан, 420087, Казань, Респ. Татарстан, Россия, 420087",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ChIJr0F7qk2tXkERX5OZV40nUFI,Стамбул,55.8180135,49.110558399999995,"park,point_of_interest,establishment",4.5,669,"Рабочая ул., Казань, Респ. Татарстан, Россия, 420124",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ChIJsdxxrv2sXkER8lkfMAQRRrg,Парк им. Карима Тинчурина,55.77554439999999,49.106933700000006,"park,point_of_interest,establishment",4.5,221,"ул. Карима Тинчурина, 15, Казань, Респ. Татарстан, Россия, 420021",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ChIJfbumFtmtXkER0Rd5OzxXW0I,"Детский парк ""Калейдоскоп""",55.75163939999999,49.1955036,"park,point_of_interest,establishment",4.7,1963,"ул. Рихарда Зорге, Казань, Респ. Татарстан, Россия, 420101",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ChIJD_uOyG-tXkERvb5whi9rAk8,Мемориальная зона Парка Горького,55.7979606,49.1489821,"park,point_of_interest,establishment",3.9,11,"Казань, Респ. Татарстан, Россия, 420015",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
ChIJB2HKNoGyXkERdmh_MAURa-c,Советская Площадь,55.802687799999994,49.18584310000001,"park,point_of_interest,establishment",4.3,887,"Казань, Респ. Татарстан, Россия, 420061",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
ChIJF7tcyT6tXkERmcIhRzOfEj4,Парк Дворца Земледельцев,55.80102779999999,49.1112127,"park,point_of_interest,establishment",4.8,228,"ул. Федосеевская, 36, Казань, Респ. Татарстан, Россия, 420111",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ChIJ3fOshOOtXkERADCqxX2MwhQ,Танцующие фонтаны,55.7614494,49.2142731,"park,point_of_interest,establishment",4.8,9,"Казань, Респ. Татарстан, Россия, 420140",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ChIJH2Vot3StXkERzj02w6rvVgM,Сквер Аксенова,55.78773169999999,49.1472506,"park,point_of_interest,establishment",4.6,199,"ул. Чехова, 24, Казань, Респ. Татарстан, Россия, 420043",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
